lemma,family_rank,family_freq,forms
figurer,2352,7728,figure figures figurer figurent figurait
prière,2353,7726,prière prières
sensible,2354,7724,sensible sensibles
avérer,2355,7724,avère avéré avérer avérée avèrent avérait
guerrier,2356,7713,guerrier guerriers guerrière guerrières
lucy,2357,7710,lucy
mars,2358,7704,mars
pilule,2359,7698,pilules pilule
ordinaire,2360,7694,ordinaire ordinaires
traître,2361,7689,traître traîtres traîtresse
miroir,2362,7684,miroir miroirs
goûter,2363,7684,goûter goûte goûtez goûtes
tasse,2364,7678,tasse tasses
dites-vous,2365,7677,dites-vous
amant,2366,7676,amant amants amante amantes
soi,2367,7669,soi
marine,2368,7664,marine
o.k.,2369,7658,o.k.
degré,2370,7658,degrés degré
uniquement,2371,7652,uniquement
renfort,2372,7646,renforts renfort
stan,2373,7638,stan
candidat,2374,7638,candidat candidats candidate candidates
paire,2375,7633,paire paires
pisser,2376,7633,pisser pissé pissent pissait pissais pissant
vider,2377,7630,vider vidé videz vidée vida vidés
morgan,2378,7625,morgan
estomac,2379,7625,estomac estomacs
facture,2380,7618,facture factures
souffrance,2381,7616,souffrance souffrances
américaine,2382,7615,américaine
hank,2383,7615,hank
doué,2384,7611,doué
gloire,2385,7607,gloire
tension,2386,7598,tension tensions
solide,2387,7598,solide solides
lutte,2388,7595,lutte luttes
jones,2389,7594,jones
pointe,2390,7592,pointe pointes
portée,2391,7589,portée portées
décrocher,2392,7587,décroche décrocher décroché décrochez décroches
saute,2393,7585,saute
placard,2394,7585,placard placards
exercice,2395,7581,exercice exercices
suivez-moi,2396,7579,suivez-moi
nager,2397,7579,nager nagé nagent nagez nages nageait
cage,2398,7578,cage cages
creuser,2399,7572,creuser creusé creusez creusent creusant creusait
ho,2400,7560,ho
suffisant,2401,7559,suffisant suffisante suffisantes suffisants
royaume,2402,7558,royaume royaumes
légende,2403,7558,légende légendes
cassette,2404,7558,cassette cassettes
rythme,2405,7551,rythme rythmes
sacrifier,2406,7550,sacrifier sacrifié sacrifie sacrifiée sacrifiés sacrifiant
transférer,2407,7537,transféré transférer transfère transférée transférés transférez
final,2408,7536,final finales finaux
former,2409,7532,former forment formez formés formée formons
clinique,2410,7530,clinique cliniques
patrick,2411,7529,patrick
serviette,2412,7527,serviette serviettes
assister,2413,7526,assister assiste assistera assistez assistée assistent
whisky,2414,7524,whisky whiskys whiskies
capacité,2415,7518,capacité capacités
porté,2416,7514,porté
hurler,2417,7513,hurler hurle hurlé hurlait hurlent hurlez
équipage,2418,7512,équipage équipages
espagnol,2419,7507,espagnol espagnols espagnole espagnoles
panique,2420,7506,panique paniques
dépêchez-vous,2421,7505,dépêchez-vous
emballer,2422,7489,emballe emballer emballé emballée emballez emballés
julia,2423,7487,julia
tuyau,2424,7487,tuyau tuyaux
communication,2425,7485,communication communications
juré,2426,7482,juré
barry,2427,7481,barry
médecine,2428,7481,médecine
serrer,2429,7479,serrer serrez serrés serres serrées serrent
black,2430,7473,black blacks
jeudi,2431,7471,jeudi jeudis
chargé,2432,7469,chargé
au-delà,2433,7467,au-delà
regardez-moi,2434,7451,regardez-moi
baisse,2435,7449,baisse
pomper,2436,7448,pompes pompe pomper pompée pompé
rompu,2437,7446,rompu
veille,2438,7432,veille veilles
emmerde,2439,7428,emmerde
tarer,2440,7421,taré tarés tarée tarées
haine,2441,7414,haine haines
armer,2442,7410,armés armées armer armez
fred,2443,7409,fred
ficher,2444,7397,fichez fichent fichons fichait fichais ficher
milliard,2445,7391,milliards milliard
ferme-la,2446,7389,ferme-la
réveille-toi,2447,7388,réveille-toi
fichier,2448,7387,fichiers fichier
bagage,2449,7378,bagages bagage
etait,2450,7377,etait
tunnel,2451,7367,tunnel tunnels
moto,2452,7362,moto motos
collier,2453,7359,collier colliers
congé,2454,7359,congé congés
gary,2455,7358,gary
effrayant,2456,7358,effrayant effrayante effrayants effrayantes
canapé,2457,7355,canapé canapés
central,2458,7355,central centrales
tapis,2459,7351,tapis
tireur,2460,7350,tireur tireurs
soupir,2461,7348,soupirs soupir
um,2462,7343,um
feuiller,2463,7335,feuilles feuille
négocier,2464,7334,négocier négocie négocié négocions négociez négocient
comité,2465,7331,comité comités
négatif,2466,7329,négatif négatifs négatives
temple,2467,7328,temple temples
dis-le,2468,7327,dis-le
victor,2469,7326,victor
éteint,2470,7326,éteint éteinte éteintes éteints
électrique,2471,7322,électrique électriques
team,2472,7320,team
secteur,2473,7319,secteur secteurs
maîtresse,2474,7317,maîtresse maîtresses
sara,2475,7315,sara
ya,2476,7301,ya
lancé,2477,7301,lancé lancés
fonction,2478,7299,fonction fonctions
va-t-il,2479,7297,va-t-il
port,2480,7297,port ports
calmez-vous,2481,7289,calmez-vous
colle,2482,7288,colle colles
proposition,2483,7285,proposition propositions
légal,2484,7283,légal légale légales légaux
cruel,2485,7272,cruel cruelle cruels cruelles
faites-le,2486,7269,faites-le
incapable,2487,7262,incapable incapables
saisir,2488,7258,saisir saisis saisissez saisit saisissent
renverser,2489,7246,renversé renverser renversée renversés renversez renverses
principe,2490,7236,principe principes
traite,2491,7235,traite
lâchez-moi,2492,7235,lâchez-moi
ca.,2493,7229,ca.
vengeance,2494,7229,vengeance
enchanter,2495,7223,enchantée enchante enchantés enchanter
destiner,2496,7213,destinée destiné destinés destinées
forcé,2497,7211,forcé
2e,2498,7202,2e
boss,2499,7197,boss
allons-nous,2500,7191,allons-nous
voyant,2501,7186,voyant voyante voyants
ticket,2502,7177,ticket tickets
nier,2503,7175,nier nie nié niez nia nies
domaine,2504,7157,domaine domaines
king,2505,7154,king
afrique,2506,7154,afrique
nathan,2507,7147,nathan
jugement,2508,7146,jugement jugements
lion,2509,7141,lion lions lionne
appelle-moi,2510,7135,appelle-moi
mouiller,2511,7122,mouillé mouillée mouiller mouillés mouillées mouilles
assise,2512,7106,assise assises
fidèle,2513,7094,fidèle fidèles
sophie,2514,7089,sophie
piger,2515,7086,pigé pigez piger pigent
génération,2516,7075,génération générations
section,2517,7071,section sections
oeuvre,2518,7066,oeuvre oeuvres
chine,2519,7061,chine
jackie,2520,7046,jackie
âgé,2521,7046,âgé âgée âgées âgés
passager,2522,7043,passagers passager passagère
cercler,2523,7042,cercle cercles
rang,2524,7038,rang rangs
transporter,2525,7038,transporter transporte transporté transportait transportant transportent
roule,2526,7037,roule
palais,2527,7035,palais
orange,2528,7031,orange oranges
lady,2529,7028,lady
abruti,2530,7022,abruti
renseignement,2531,7022,renseignements renseignement
normalement,2532,7019,normalement
appelez-moi,2533,7015,appelez-moi
conduite,2534,7015,conduite conduites
bagarre,2535,7014,bagarre bagarres
fumée,2536,7007,fumée fumées
détendre,2537,7007,détendre détend détends détendez détendra détende
organisation,2538,7004,organisation organisations
exécuter,2539,7004,exécuter exécuté exécute exécutés exécutée exécutez
bibliothèque,2540,7001,bibliothèque bibliothèques
sommes-nous,2541,7000,sommes-nous
est-à-dire,2542,6995,est-à-dire
connait,2543,6992,connait
concevoir,2544,6974,conçu concevoir conçue conçus conçues conçois
douer,2545,6973,douée doués douées
lover,2546,6967,love lover loves
digne,2547,6966,digne dignes
vingt,2548,6960,vingt
gêne,2549,6959,gêne
surprendre,2550,6943,surprendre surprend surprends surprendrait surprenez surprendra
tribu,2551,6942,tribu tribus
noble,2552,6942,noble nobles
brûlé,2553,6937,brûlé
puer,2554,6937,pue pues puent puait puer puez
amanda,2555,6936,amanda
business,2556,6934,business
sauté,2557,6932,sauté
invitation,2558,6932,invitation invitations
ennuyeux,2559,6932,ennuyeux ennuyeuse ennuyeuses
alarme,2560,6925,alarme
courrier,2561,6925,courrier courriers
laisse-le,2562,6924,laisse-le
étoile,2563,6921,étoile
partage,2564,6921,partage partages
monnayer,2565,6916,monnaie monnaies
tarte,2566,6915,tarte tartes
vilain,2567,6915,vilain vilaine vilains vilaines
piano,2568,6912,piano pianos
excitant,2569,6907,excitant excitante excitantes excitants
ooh,2570,6903,ooh
signature,2571,6901,signature signatures
boiter,2572,6900,boite boites boiter boitait
mm,2573,6893,mm
raisonnable,2574,6893,raisonnable raisonnables
nucléaire,2575,6893,nucléaire nucléaires
fixer,2576,6891,fixer fixée fixes fixés fixez fixait
publier,2577,6888,publié publier publie publiée publiés publiées
profil,2578,6882,profil profils
tentative,2579,6877,tentative tentatives
pardonnez-moi,2580,6875,pardonnez-moi
davantage,2581,6867,davantage
matière,2582,6864,matière matières
audience,2583,6862,audience audiences
jesse,2584,6845,jesse
quant,2585,6839,quant
intervenir,2586,6838,intervenir intervenu intervient interviens intervenez intervienne
sacrifice,2587,6837,sacrifice sacrifices
soif,2588,6836,soif
min,2589,6836,min
remis,2590,6835,remis
culture,2591,6835,culture cultures
embarquer,2592,6835,embarquer embarque embarqué embarquez embarquée embarqués
miel,2593,6828,miel
personnellement,2594,6825,personnellement
entièrement,2595,6824,entièrement
mobile,2596,6824,mobile mobiles
howard,2597,6823,howard
sable,2598,6815,sable sables
échappé,2599,6813,échappé
dean,2600,6802,dean
nerf,2601,6800,nerfs nerf
moque,2602,6796,moque
tape,2603,6791,tape
lentement,2604,6785,lentement
large,2605,6783,large larges
accomplir,2606,6782,accomplir accomplie accomplis accomplit accomplissent accomplira
dénoncer,2607,6779,dénoncer dénoncé dénonce dénoncée dénoncerai dénoncés
steven,2608,6776,steven
scénario,2609,6776,scénario scénarios
foncer,2610,6774,fonce foncer foncez fonces foncent fonçant
disparition,2611,6772,disparition disparitions
capturer,2612,6765,capturé capturer capturés capturée capturez capturent
musée,2613,6762,musée musées
existence,2614,6760,existence
hall,2615,6755,hall halls
objection,2616,6752,objection objections
robin,2617,6745,robin robins
nuage,2618,6745,nuages nuage
déchirer,2619,6744,déchire déchirer déchirée déchirés déchirent déchires
nationale,2620,6733,nationale
crever,2621,6733,crever crèvent crèves crevés crevasse crevez
auteur,2622,6725,auteur auteurs
secrète,2623,6723,secrète
diplôme,2624,6722,diplôme diplômes
populaire,2625,6721,populaire populaires
dispute,2626,6718,dispute
couler,2627,6718,couler coulait coulent coulera coulez coulés
généreux,2628,6716,généreux généreuse généreuses
soulager,2629,6710,soulager soulagé soulagée soulage soulagés soulagera
sauce,2630,6709,sauce sauces
bouffe,2631,6707,bouffe
angle,2632,6702,angle angles
bouffer,2633,6683,bouffer bouffé bouffée bouffent bouffes bouffées
coïncidence,2634,6682,coïncidence coïncidences
kilo,2635,6681,kilos kilo
territoire,2636,6680,territoire territoires
moche,2637,6680,moche moches
éternel,2638,6678,éternel éternelle éternels éternelles
anne,2639,6674,anne
rick,2640,6673,rick
lève-toi,2641,6672,lève-toi
boucle,2642,6655,boucle boucles
national,2643,6652,national nationales nationaux
volée,2644,6651,volée volées
girl,2645,6647,girl girls
poison,2646,6645,poison poisons
poussière,2647,6640,poussière poussières
that,2648,6638,that
greg,2649,6638,greg
parfum,2650,6636,parfum parfums
délicat,2651,6635,délicat délicate délicates délicats
pirate,2652,6627,pirate pirates
yo,2653,6623,yo
trouble,2654,6623,trouble troubles
volontaire,2655,6612,volontaire volontaires
charlotte,2656,6602,charlotte
capital,2657,6596,capitale capital capitaux capitales
p,2658,6592,p
instinct,2659,6592,instinct instincts
chffffff,2660,6588,chffffff
témoignage,2661,6577,témoignage témoignages
relier,2662,6576,relié relier relie reliés reliée reliant
chevalier,2663,6575,chevalier chevaliers
psy,2664,6571,psy psys
rouer,2665,6567,roue roues
etat,2666,6565,etat
mondial,2667,6565,mondiale mondial mondiaux mondiales
empoisonner,2668,6557,empoisonné empoisonner empoisonnée empoisonne empoisonnés empoisonnées
salade,2669,6551,salade salades
phrase,2670,6550,phrase phrases
exiger,2671,6550,exige exiger exigent exigeons exigeait exigez
potentiel,2672,6549,potentiel potentiels potentielle potentielles
race,2673,6544,race races
betty,2674,6534,betty
envisager,2675,6526,envisager envisage envisagé envisagez envisages envisageais
laboratoire,2676,6523,laboratoire labos laboratoires
attitude,2677,6519,attitude attitudes
autorisation,2678,6519,autorisation autorisations
élection,2679,6514,élections élection
golf,2680,6504,golf
dealer,2681,6504,dealer dealers deale dealait deales
serveur,2682,6502,serveur serveurs serveuses
empereur,2683,6500,empereur empereurs
catherine,2684,6497,catherine
aube,2685,6494,aube
précis,2686,6491,précis
gêner,2687,6487,gênée gêner gênez gênes gênait gênerait
doug,2688,6486,doug
sommet,2689,6485,sommet sommets
etes-vous,2690,6484,etes-vous
helen,2691,6472,helen
fait-il,2692,6465,fait-il
balancer,2693,6464,balancer balances balancez balancée balancent balancés
tradition,2694,6463,tradition traditions
agression,2695,6462,agression agressions
huile,2696,6459,huile huiles
grimper,2697,6454,grimper grimpe grimpé grimpez grimpent grimpes
télévision,2698,6452,télévision télévisions
invité,2699,6452,invitée invitées
mexique,2700,6446,mexique
poignarder,2701,6441,poignardé poignarder poignardée poignarde poignardés
repose,2702,6433,repose
câble,2703,6426,câble câbles
adopter,2704,6423,adopter adopté adoptée adopte adoptés
carrément,2705,6420,carrément
is,2706,6418,is
producteur,2707,6411,producteur producteurs productrice
appart,2708,6409,appart apparts
tatouage,2709,6409,tatouage tatouages
chaude,2710,6401,chaude
localiser,2711,6400,localiser localisé localise localisée localisez localisés
vendeur,2712,6399,vendeur vendeurs vendeuse vendeuses
outil,2713,6390,outils outil
minable,2714,6386,minable minables
briller,2715,6386,brille briller brillent brillait brillera brillé
pension,2716,6383,pension pensions
marin,2717,6382,marin marins
avertir,2718,6381,avertir avertis avertie avertit avertissez avertirai
johnson,2719,6378,johnson
foot,2720,6378,foot
tordre,2721,6377,tordu tord tordre tordus tordant tords
dégoûtant,2722,6372,dégoûtant dégoûtante dégoûtants dégoûtantes
patience,2723,6362,patience
disponible,2724,6362,disponible disponibles
avaler,2725,6352,avaler avale avalez avales avalée avalent
emménager,2726,6350,emménager emménagé emménage emménages emménagez emménagent
tyler,2727,6341,tyler
œuvre,2728,6335,œuvre
remarque,2729,6322,remarque remarques
texas,2730,6321,texas
étiez-vous,2731,6316,étiez-vous
quoique,2732,6311,quoique quoiqu'
all,2733,6303,all
las,2734,6303,las lasse
expression,2735,6302,expression expressions
cabine,2736,6299,cabine cabines
divin,2737,6287,divine divin divins divines
plateau,2738,6286,plateau plateaux
football,2739,6283,football
your,2740,6276,your
